isolate,species_final,st,species_st,species_clean,year,acc_coll_date,assembly,period,rep_type_clean,mobtyper_cluster,fusion_status,total_species_st,species_st_clean,plasmid,flanker_window_cluster,flanker_window,flanker_cluster
CPO121,Klebsiella oxytoca,278,Klebsiella oxytoca 278,Klebsiella oxytoca,2016,15/11/2016,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,4,Klebsiella oxytoca 278,IncHI2_CPO118,1500_0,1500,0
CPO121,Klebsiella oxytoca,278,Klebsiella oxytoca 278,Klebsiella oxytoca,2016,15/11/2016,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,4,Klebsiella oxytoca 278,IncHI2_CPO118,2000_0,2000,0
CPO121,Klebsiella oxytoca,278,Klebsiella oxytoca 278,Klebsiella oxytoca,2016,15/11/2016,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,4,Klebsiella oxytoca 278,IncHI2_CPO118,2500_0,2500,0
CPO121,Klebsiella oxytoca,278,Klebsiella oxytoca 278,Klebsiella oxytoca,2016,15/11/2016,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,4,Klebsiella oxytoca 278,IncHI2_CPO118,3000_0,3000,0
CPO121,Klebsiella oxytoca,278,Klebsiella oxytoca 278,Klebsiella oxytoca,2016,15/11/2016,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,4,Klebsiella oxytoca 278,IncHI2_CPO118,3500_4,3500,4
CPO121,Klebsiella oxytoca,278,Klebsiella oxytoca 278,Klebsiella oxytoca,2016,15/11/2016,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,4,Klebsiella oxytoca 278,IncHI2_CPO118,4000_11,4000,11
CPO121,Klebsiella oxytoca,278,Klebsiella oxytoca 278,Klebsiella oxytoca,2016,15/11/2016,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,4,Klebsiella oxytoca 278,IncHI2_CPO118,4500_23,4500,23
CPO121,Klebsiella oxytoca,278,Klebsiella oxytoca 278,Klebsiella oxytoca,2016,15/11/2016,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,4,Klebsiella oxytoca 278,IncHI2_CPO118,500_0,500,0
CPO121,Klebsiella oxytoca,278,Klebsiella oxytoca 278,Klebsiella oxytoca,2016,15/11/2016,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,4,Klebsiella oxytoca 278,IncHI2_CPO118,5000_5,5000,5
CPO123,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,17/10/2016,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,23,Enterobacter hormaechei 114,IncLM_CPO078,0_0,0,0
CPO123,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,17/10/2016,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,23,Enterobacter hormaechei 114,IncLM_CPO078,1000_0,1000,0
CPO123,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,17/10/2016,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,23,Enterobacter hormaechei 114,IncLM_CPO078,1500_2,1500,2
CPO123,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,17/10/2016,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,23,Enterobacter hormaechei 114,IncLM_CPO078,2000_2,2000,2
CPO123,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,17/10/2016,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,23,Enterobacter hormaechei 114,IncLM_CPO078,2500_3,2500,3
CPO123,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,17/10/2016,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,23,Enterobacter hormaechei 114,IncLM_CPO078,3000_4,3000,4
CPO123,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,17/10/2016,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,23,Enterobacter hormaechei 114,IncLM_CPO078,3500_2,3500,2
CPO123,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,17/10/2016,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,23,Enterobacter hormaechei 114,IncLM_CPO078,4000_3,4000,3
CPO123,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,17/10/2016,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,23,Enterobacter hormaechei 114,IncLM_CPO078,4500_3,4500,3
CPO123,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,17/10/2016,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,23,Enterobacter hormaechei 114,IncLM_CPO078,500_0,500,0
CPO123,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,17/10/2016,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,23,Enterobacter hormaechei 114,IncLM_CPO078,5000_6,5000,6
CPO128,Klebsiella pneumoniae,27,Klebsiella pneumoniae 27,Klebsiella pneumoniae complex,2016,19/8/2016,illumina,2016-2020,IncC (AA860 AJ266),NA,NA,2,Klebsiella pneumoniae complex - Other STs,IncAC_CPO397,NA,NA,NA
CPO129,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,9/7/2016,hybrid,2016-2020,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,0_0,0,0
CPO129,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,9/7/2016,hybrid,2016-2020,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,1000_0,1000,0
CPO129,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,9/7/2016,hybrid,2016-2020,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,1500_1,1500,1
CPO129,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,9/7/2016,hybrid,2016-2020,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,2000_1,2000,1
CPO129,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,9/7/2016,hybrid,2016-2020,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,2500_1,2500,1
CPO129,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,9/7/2016,hybrid,2016-2020,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,3000_1,3000,1
CPO129,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,9/7/2016,hybrid,2016-2020,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,3500_0,3500,0
CPO129,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,9/7/2016,hybrid,2016-2020,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,4000_2,4000,2
CPO129,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,9/7/2016,hybrid,2016-2020,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,4500_4,4500,4
CPO129,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,9/7/2016,hybrid,2016-2020,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,500_0,500,0
CPO129,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2016,9/7/2016,hybrid,2016-2020,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,5000_3,5000,3
CPO132,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2015,26/8/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO132,0_0,0,0
CPO132,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2015,26/8/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO132,1000_0,1000,0
CPO132,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2015,26/8/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO132,1500_1,1500,1
CPO132,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2015,26/8/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO132,2000_1,2000,1
CPO132,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2015,26/8/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO132,2500_1,2500,1
CPO132,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2015,26/8/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO132,3000_1,3000,1
CPO132,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2015,26/8/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO132,3500_0,3500,0
CPO132,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2015,26/8/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO132,4000_1,4000,1
CPO132,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2015,26/8/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO132,4500_5,4500,5
CPO132,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2015,26/8/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO132,500_0,500,0
CPO132,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2015,26/8/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO132,5000_1,5000,1
CPO134,Pseudomonas aeruginosa,111,Pseudomonas aeruginosa 111,Pseudomonas aeruginosa,2015,26/4/2015,hybrid,2011-2015,Pseudomonas,AE985_AO877,non_fusion,35,Pseudomonas aeruginosa 111,IncFIB_CPO009,NA,NA,NA
CPO136,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2015,2/3/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,fusion,3,Klebsiella pneumoniae 340,IncAC_CPO397,0_0,0,0
CPO136,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2015,2/3/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,fusion,3,Klebsiella pneumoniae 340,IncAC_CPO397,1000_0,1000,0
CPO136,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2015,2/3/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,fusion,3,Klebsiella pneumoniae 340,IncAC_CPO397,1500_3,1500,3
CPO136,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2015,2/3/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,fusion,3,Klebsiella pneumoniae 340,IncAC_CPO397,2000_4,2000,4
CPO136,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2015,2/3/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,fusion,3,Klebsiella pneumoniae 340,IncAC_CPO397,2500_6,2500,6
CPO136,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2015,2/3/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,fusion,3,Klebsiella pneumoniae 340,IncAC_CPO397,3000_2,3000,2
CPO136,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2015,2/3/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,fusion,3,Klebsiella pneumoniae 340,IncAC_CPO397,3500_10,3500,10
CPO136,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2015,2/3/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,fusion,3,Klebsiella pneumoniae 340,IncAC_CPO397,4000_14,4000,14
CPO136,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2015,2/3/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,fusion,3,Klebsiella pneumoniae 340,IncAC_CPO397,4500_7,4500,7
CPO136,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2015,2/3/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,fusion,3,Klebsiella pneumoniae 340,IncAC_CPO397,500_0,500,0
CPO136,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2015,2/3/2015,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,fusion,3,Klebsiella pneumoniae 340,IncAC_CPO397,5000_14,5000,14
CPO137,Pseudomonas aeruginosa,111,Pseudomonas aeruginosa 111,Pseudomonas aeruginosa,2015,2/3/2015,hybrid,2011-2015,Pseudomonas,AE985_AO877,non_fusion,35,Pseudomonas aeruginosa 111,IncFIB_CPO009,NA,NA,NA
CPO139,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,5/7/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,0_0,0,0
CPO139,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,5/7/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,1000_0,1000,0
CPO139,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,5/7/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,1500_1,1500,1
CPO139,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,5/7/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,2000_1,2000,1
CPO139,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,5/7/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,2500_1,2500,1
CPO139,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,5/7/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,3000_1,3000,1
CPO139,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,5/7/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,3500_0,3500,0
CPO139,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,5/7/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,4000_1,4000,1
CPO139,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,5/7/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,4500_5,4500,5
CPO139,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,5/7/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,500_0,500,0
CPO139,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,5/7/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,5000_1,5000,1
CPO140,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2013,27/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,3,Klebsiella pneumoniae 340,IncAC_CPO140,0_0,0,0
CPO140,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2013,27/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,3,Klebsiella pneumoniae 340,IncAC_CPO140,1000_0,1000,0
CPO140,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2013,27/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,3,Klebsiella pneumoniae 340,IncAC_CPO140,1500_1,1500,1
CPO140,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2013,27/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,3,Klebsiella pneumoniae 340,IncAC_CPO140,2000_1,2000,1
CPO140,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2013,27/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,3,Klebsiella pneumoniae 340,IncAC_CPO140,2500_1,2500,1
CPO140,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2013,27/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,3,Klebsiella pneumoniae 340,IncAC_CPO140,3000_1,3000,1
CPO140,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2013,27/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,3,Klebsiella pneumoniae 340,IncAC_CPO140,3500_0,3500,0
CPO140,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2013,27/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,3,Klebsiella pneumoniae 340,IncAC_CPO140,4000_5,4000,5
CPO140,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2013,27/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,3,Klebsiella pneumoniae 340,IncAC_CPO140,4500_12,4500,12
CPO140,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2013,27/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,3,Klebsiella pneumoniae 340,IncAC_CPO140,500_0,500,0
CPO140,Klebsiella pneumoniae,340,Klebsiella pneumoniae 340,Klebsiella pneumoniae complex,2013,27/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,3,Klebsiella pneumoniae 340,IncAC_CPO140,5000_4,5000,4
CPO141,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,22/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,0_0,0,0
CPO141,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,22/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,1000_0,1000,0
CPO141,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,22/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,1500_1,1500,1
CPO141,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,22/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,2000_1,2000,1
CPO141,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,22/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,2500_1,2500,1
CPO141,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,22/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,3000_1,3000,1
CPO141,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,22/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,3500_0,3500,0
CPO141,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,22/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,4000_1,4000,1
CPO141,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,22/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,4500_5,4500,5
CPO141,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,22/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,500_0,500,0
CPO141,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,22/8/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,5000_1,5000,1
CPO142,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,26/6/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,0_0,0,0
CPO142,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,26/6/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,1000_0,1000,0
CPO142,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,26/6/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,1500_1,1500,1
CPO142,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,26/6/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,2000_1,2000,1
CPO142,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,26/6/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,2500_1,2500,1
CPO142,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,26/6/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,3000_1,3000,1
CPO142,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,26/6/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,3500_0,3500,0
CPO142,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,26/6/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,4000_1,4000,1
CPO142,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,26/6/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,4500_5,4500,5
CPO142,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,26/6/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,500_0,500,0
CPO142,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,26/6/2013,hybrid,2011-2015,IncC (AA860 AJ266),AA860_AJ266,non_fusion,47,Serratia marcescens 1,IncAC_CPO183,5000_1,5000,1
CPO143,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2013,23/4/2013,illumina,2011-2015,IncC (AA860 AJ266),NA,NA,47,Serratia marcescens 1,IncAC_CPO183,NA,NA,NA
CPO145,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2013,11/1/2013,hybrid,2011-2015,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,0_0,0,0
CPO145,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2013,11/1/2013,hybrid,2011-2015,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,1000_0,1000,0
CPO145,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2013,11/1/2013,hybrid,2011-2015,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,1500_1,1500,1
CPO145,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2013,11/1/2013,hybrid,2011-2015,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,2000_1,2000,1
CPO145,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2013,11/1/2013,hybrid,2011-2015,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,2500_1,2500,1
CPO145,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2013,11/1/2013,hybrid,2011-2015,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,3000_1,3000,1
CPO145,Enterobacter hormaechei,114,Enterobacter hormaechei 114,Enterobacter cloacae complex,2013,11/1/2013,hybrid,2011-2015,IncFIA/IncFIB/IncP (AD444 AN003),AD444_AN003,non_fusion,23,Enterobacter hormaechei 114,IncFIB_CPO009,3500_0,3500,0
